pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
0.5467686891112588,68.36902800658979,0.1457599117538834,84.84349258649094,0.46846124303625825,0.41244695898161243,53.73134328358209,0.794070264022486,0.9349454004408758,0.57847533632287
