pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
0.6230452228763309,83.86740331491713,0.54992176710699,92.81767955801105,0.6043023096784355,0.7055793991416308,85.71428571428571,0.08437049243867767,0.7016248802881359,0.7735849056603774
