pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
0.5878967433300308,79.06137184115524,0.3743669735778742,71.11913357400722,0.49251908396946575,0.30680359435173277,62.96296296296296,0.6592460571005817,0.8159037784387972,0.6551724137931034
