pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
0.02490402239629409,35.98615916955017,0.10597518465797642,52.24913494809689,0.11653520253513361,0.10491803278688523,38.095238095238095,0.02933803732243988,0.5918762762765323,0.5316455696202531
