pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
0.48795559506515485,80.48780487804878,0.15849080305936575,64.02439024390245,0.3179436139096524,0.4217616580310881,70.96774193548387,0.6448598130841121,0.9566155599683673,0.5142857142857142
