pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
0.30674549950273267,54.827586206896555,0.698459521468371,84.13793103448276,0.48771943831774767,0.3684210526315788,58.333333333333336,0.6211170677920991,0.8445712553080601,0.5714285714285714
