pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
0.5792575132586918,78.99159663865547,0.5686843059079376,81.79271708683473,0.580141129032258,0.3245227606461086,56.52173913043478,0.975012330034524,0.9960247248821269,0.759493670886076
