pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
-0.026554231342134544,58.89502762430939,-0.08825297778644427,67.29281767955801,-0.021411905039476542,-0.01303370786516874,53.06122448979592,0.3352697198335989,0.9452927843232382,0.5535714285714286
