pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
0.5359994298329714,71.61383285302594,0.38603475513428104,66.71469740634005,0.46981388366792154,0.456969696969697,61.904761904761905,0.4902295302356676,0.8578279405527696,0.7142857142857143
