pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
0.5634476307771683,68.79765395894428,0.055419301827598,89.56011730205279,0.4926315884525433,0.39231193672981424,52.54237288135593,0.8310330768006646,0.9460871480637114,0.42431761786600497
