pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
0.5877527639771319,69.91735537190083,0.705264749361645,90.41322314049587,0.6275557447987339,0.5985663082437274,71.42857142857143,0.49122562674094705,0.9496926844356273,0.8181818181818182
