pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
0.41860759054133834,75.37960954446855,0.4693315102116637,79.50108459869848,0.4433409527956169,0.4560313828048382,69.23076923076923,0.47353320463025844,0.9384455646137784,0.5735294117647058
