pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
0.5207544184983698,66.89895470383276,0.33495539334955415,86.06271777003484,0.4606304787158726,0.319286871961102,52.38095238095238,0.9187998629533554,0.9889126695656565,0.5526315789473685
