pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
0.49293488508087097,69.2167577413479,0.20121400194376715,76.68488160291439,0.4029112348029882,0.27120418848167527,58.62068965517241,0.6839829301189901,0.866627552398381,0.45918367346938777
