pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
-0.06692507298896365,40.666666666666664,-0.16525639027959374,28.333333333333332,0.03338117303850219,0.10204081632653064,45.45454545454545,-0.07820128717265867,0.2824305516729595,0.3853211009174312
