pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
-0.038258703255653524,20.984759671746776,-0.037736967588118044,79.24970691676437,0.013207420680519943,-0.032327010419449624,18.840579710144926,-0.007353029809906097,0.8437599979403028,0.3625
