pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
0.6184319339089989,87.29096989966555,0.3687150633212981,75.91973244147157,0.4969121049310721,0.6649214659685864,84.375,0.6519816343201601,0.8979999025902988,0.5217391304347826
