pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
-0.03554700435756211,22.80187573270809,-0.047077861374903995,86.04923798358733,0.03011741053711048,-0.045454545454545435,20.28985507246377,-0.07766125045960247,0.9255828243316729,0.3614457831325301
