pK1,pAg1,pK2,pAg2,pKm,NK,NAg,DCCCr,DCCCcb,NW_score
0.6206522607673254,76.86567164179104,0.4666666666666666,77.23880597014926,0.5721794655487924,0.4585987261146496,70.58823529411765,0.5089620567467604,0.760419436321748,0.7222222222222222
